INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,SALES_PRICE
679,1,1,2,No,Others,5147305
642,1,1,2,Yes,Commercial,7374500
1850,3,2,5,Yes,House,10235550
1692,1,1,4,No,Commercial,17874820
1788,1,1,4,Yes,Commercial,21217800
817,1,1,3,No,Commercial,11559880
1639,2,2,4,Yes,House,9464500
883,1,1,2,No,Others,4491625
1827,3,2,5,No,House,8803420
1986,2,1,5,No,Others,13245710
1958,3,2,5,Yes,Commercial,15003560
870,1,1,3,No,Commercial,10671275
1662,2,1,4,No,House,7871720
1835,2,1,5,No,Others,14429740
1270,2,2,4,Yes,Others,10185610
2292,4,2,6,Yes,Others,12946500
1028,1,1,3,No,Commercial,10001250
1865,3,2,5,Yes,Commercial,16935440
981,1,1,3,Yes,Others,9347935
916,1,1,3,Yes,Others,5434250
1908,3,2,5,Yes,Others,11663490
1936,2,1,5,Yes,Others,15589440
1926,3,2,5,No,House,10337000
1083,1,1,3,Yes,Commercial,14200900
1780,1,1,4,Yes,House,13709340
1707,2,1,4,No,Commercial,13685190
900,1,1,3,No,Others,7953250
1519,1,1,4,No,Others,12332820
1934,2,1,5,Yes,Commercial,22053480
1043,1,1,3,Yes,Others,7356625
704,1,1,2,Yes,Others,7338250
1539,2,2,4,No,Commercial,9996000
1279,1,1,3,Yes,Others,6849125
1568,2,2,4,Yes,Commercial,10462500
2011,3,2,5,Yes,Commercial,17523920
1566,2,2,4,No,Commercial,10010000
1812,3,2,5,No,Commercial,14873340
1729,1,1,4,No,Commercial,20461220
1569,1,1,4,Yes,House,11231390
2068,3,2,5,Yes,Others,12711220
1869,2,1,5,No,Others,15010890
1271,2,1,4,No,Others,10139270
1527,2,1,4,No,House,10007800
601,1,1,2,No,House,5636000
1206,2,2,4,No,House,7877645
1878,2,1,5,No,House,11716020
884,1,1,2,No,House,3226250
728,1,1,2,Yes,House,9368650
907,1,1,3,Yes,House,7074750
1534,2,1,4,No,House,5587150
2038,3,2,5,Yes,Commercial,16593240
1512,2,1,4,No,House,9478820
695,1,1,2,No,Others,6356125
1581,2,1,4,No,Others,7145230
1238,2,2,4,No,House,10626305
1173,1,1,3,No,Others,8744875
797,1,1,2,Yes,Commercial,12335200
1684,2,2,4,Yes,Others,10284000
1974,3,2,5,No,Commercial,14214940
893,1,1,3,No,Others,7727410
1026,1,1,3,No,Others,5564000
1812,2,1,5,No,House,12391870
1282,2,2,4,Yes,House,7976295
2449,4,2,6,No,House,12572700
932,1,1,3,Yes,Others,9801040
1564,2,1,4,Yes,Commercial,14917750
1566,2,1,4,Yes,Others,10362620
1266,1,1,3,No,House,6503500
1945,2,1,5,No,Others,13864450
1649,2,2,4,Yes,Others,8438625
1081,1,1,3,Yes,House,5818500
1889,3,2,5,Yes,Commercial,15472200
779,1,1,2,Yes,House,7883050
984,1,1,3,Yes,Commercial,13197400
2495,4,2,6,Yes,Others,14093240
973,1,1,3,Yes,Others,9869710
1986,2,1,5,No,House,11786460
1829,3,2,5,No,Commercial,13009230
780,1,1,2,No,House,6251000
843,1,1,3,No,Others,6821735
913,1,1,3,No,House,6685100
779,1,1,2,No,House,3219750
1725,1,1,4,Yes,Others,14844980
2374,4,2,6,No,House,12406480
778,1,1,2,No,Commercial,9094750
989,1,1,3,Yes,Others,9040975
1624,2,2,4,No,Others,8743750
1989,3,2,5,No,Others,10976510
1381,2,2,4,No,Commercial,10106750
923,1,1,3,Yes,Others,6996125
1034,1,1,3,No,Others,8469580
1794,2,1,4,Yes,Others,10148300
2471,4,2,6,No,Commercial,19240040
1085,1,1,3,Yes,Others,10101200
2070,3,2,5,Yes,House,11772340
959,1,1,3,Yes,Commercial,12492400
1341,2,2,4,No,House,7131000
1377,2,1,4,Yes,Commercial,14392520
1862,3,2,5,Yes,House,12097820
1594,2,1,4,Yes,Others,10163940
1016,1,1,3,Yes,Others,10780920
2321,4,2,6,Yes,House,12756200
1242,2,2,4,No,House,8033695
707,1,1,2,Yes,Others,7972690
707,1,1,2,Yes,House,7197800
1120,1,1,3,Yes,House,10439690
774,1,1,2,Yes,Commercial,11827040
1083,1,1,3,Yes,House,9045250
767,1,1,2,No,Commercial,9871800
1725,2,1,4,Yes,Others,10994850
1194,1,1,3,No,Others,5347250
1052,1,1,3,Yes,Commercial,14737850
667,1,1,2,Yes,House,7335890
1369,2,2,4,No,Others,7952375
1952,2,1,5,Yes,Commercial,22633000
1228,2,1,4,No,Others,8442110
1236,2,1,4,No,House,8214800
1988,2,1,5,Yes,House,13921240
1018,1,1,3,No,Others,7520335
2120,3,2,5,No,Others,11212900
1602,2,1,4,Yes,House,9651940
1916,3,2,5,No,Commercial,16071420
893,1,1,3,Yes,House,7700295
1968,2,1,5,Yes,House,14057110
1424,2,2,4,No,Commercial,10936000
755,1,1,2,No,Others,7593850
1643,2,1,4,Yes,Others,8657220
749,1,1,2,No,Commercial,9390500
1960,2,1,5,No,Others,14415540
1845,2,1,5,Yes,Others,14408010
2092,3,2,5,No,Others,12364620
1644,2,1,4,Yes,House,10563530
1932,2,1,5,Yes,Others,15399860
1861,3,2,5,No,Commercial,15793800
1838,2,1,5,Yes,Others,14973480
1016,1,1,3,Yes,House,8078550
734,1,1,2,Yes,Others,9632330
1304,1,1,3,Yes,House,8718400
698,1,1,2,Yes,Commercial,9155815
1476,2,1,4,No,Others,9073040
1219,2,1,4,No,Commercial,12578650
645,1,1,2,Yes,House,4512250
1532,2,2,4,No,Commercial,9484000
1640,2,1,4,Yes,House,9722500
1799,2,1,4,Yes,Others,11762140
991,1,1,3,No,House,7913650
1890,3,2,5,Yes,House,12063380
1159,1,1,3,No,House,4819500
948,1,1,3,Yes,Commercial,13870800
1761,1,1,4,Yes,Commercial,20817260
1645,2,2,4,Yes,House,6895000
934,1,1,3,Yes,Commercial,9555750
1612,2,1,4,No,Commercial,12076530
1773,1,1,4,Yes,House,12439640
1193,1,1,3,No,Others,9915110
1350,2,2,4,Yes,Others,7074750
1929,2,1,5,No,House,13180810
1959,2,1,5,Yes,House,14344210
626,1,1,2,No,Other,6333495
1758,2,1,4,No,Others,10455360
1677,2,2,4,Yes,Commercial,10302000
1538,2,2,4,Yes,Commercial,10911000
2148,3,2,5,No,Commercial,16384220
1098,1,1,3,Yes,House,9647855
1146,1,1,3,Yes,Commercial,13822050
1796,1,1,4,No,House,12754380
1578,1,1,4,Yes,Commercial,19627640
1207,2,1,4,No,Commercial,12542950
1125,1,1,3,No,House,9365500
737,1,1,2,No,Commercial,9406050
1483,2,2,4,Yes,House,6755000
1423,2,1,4,Yes,Commercial,14345060
1812,2,1,5,Yes,Others,14717440
1028,1,1,3,Yes,Commercial,8255500
1951,3,2,5,No,House,10252060
1215,2,2,4,Yes,House,10727975
1275,1,1,3,No,Commercial,8100250
971,1,1,3,Yes,House,6286255
1323,1,1,3,Yes,House,8779820
1527,1,1,4,No,House,10366390
1978,2,1,5,Yes,Others,15417080
1041,1,1,3,Yes,Commercial,13511550
1062,1,1,3,No,Commercial,8761750
1407,2,1,4,Yes,House,9451780
1905,2,1,5,Yes,Commercial,20999330
1226,1,1,3,No,House,5100500
1198,1,1,3,Yes,House,6056500
1249,2,2,4,No,Others,9333075
1310,1,1,3,No,Commercial,12351340
2234,4,2,6,Yes,Others,14516600
1032,1,1,3,No,Commercial,11238050
1666,1,1,4,No,House,11167270
1212,2,1,4,Yes,House,9572950
897,1,1,3,No,Commercial,10647205
919,1,1,3,Yes,House,7855000
1842,2,1,5,No,Commercial,21362800
1895,3,2,5,Yes,Commercial,16567500
1305,1,1,3,No,House,8812260
1373,2,1,4,Yes,Commercial,12442340
1860,2,1,5,No,Others,12885120
1808,3,2,5,No,House,9148120
741,1,1,2,Yes,Others,7954770
1634,2,1,4,No,House,9736540
777,1,1,2,Yes,House,8570300
835,1,1,3,Yes,Commercial,10525625
1950,3,2,5,No,House,8978750
833,1,1,3,No,House,8289150
1778,3,2,5,Yes,House,11177540
1541,1,1,4,Yes,House,13654950
1615,2,2,4,Yes,Others,8586625
1683,1,1,4,No,House,12110770
1901,3,2,5,No,House,11095180
1629,2,1,4,No,Commercial,13244520
1030,1,1,3,Yes,Commercial,12591440
1733,1,1,4,Yes,House,13554690
765,1,1,2,No,Others,6632820
920,1,1,3,Yes,Commercial,6662000
1035,1,1,3,No,Commercial,6624250
1994,2,1,5,Yes,Commercial,22124730
1158,1,1,3,Yes,Others,5782500
2019,3,2,5,No,Others,11468620
1488,2,2,4,No,Others,8229750
1704,1,1,4,Yes,House,11374070
1139,1,1,3,Yes,Others,6057375
1138,1,1,3,Yes,Commercial,13385355
970,1,1,3,No,Commercial,11350850
1781,1,1,4,Yes,Others,13948580
573,1,1,2,Yes,Others,5815125
1583,2,1,4,No,Others,9758650
1261,2,1,4,Yes,House,10438400
1138,1,1,3,Yes,Others,10448260
1704,1,1,4,No,Commercial,20152800
830,1,1,3,No,House,6973595
1913,2,1,5,Yes,Commercial,20703290
1671,2,2,4,No,House,6389500
1586,2,1,4,Yes,Others,10374040
1149,1,1,3,No,Commercial,12026900
988,1,1,3,Yes,House,6881585
1142,1,1,3,Yes,Others,7793500
1014,1,1,3,No,Commercial,11483350
1770,2,1,4,Yes,House,11341450
643,1,1,2,No,Others,5477875
1527,2,2,4,No,House,7468250
1597,1,1,4,Yes,Others,12654180
894,1,1,3,Yes,House,8580950
929,1,1,3,No,House,7088700
1210,2,1,4,Yes,House,11254700
907,1,1,3,Yes,House,7150185
1370,2,2,4,No,Commercial,11175750
1229,2,1,4,No,Others,9416330
2471,4,2,6,No,House,12266200
1231,2,1,4,No,House,8901800
998,1,1,3,Yes,Others,6587380
833,1,1,3,No,Others,8762710
1141,1,1,3,No,Commercial,11582700
1089,1,1,3,No,Commercial,13039650
1989,2,1,5,No,Others,13679850
1618,1,1,4,No,Others,11918620
1571,1,1,4,No,House,10092000
1181,1,1,3,No,Commercial,10178500
1495,2,2,4,No,House,7484250
1451,2,2,4,Yes,Commercial,13851000
1273,1,1,3,Yes,House,6590000
1435,2,2,4,Yes,Commercial,11395000
1707,1,1,4,No,House,11050140
1080,1,1,3,Yes,Commercial,10699500
1634,2,1,4,No,Commercial,13712780
1995,2,1,5,No,House,12756380
1584,1,1,4,No,House,11573840
1112,1,1,3,Yes,House,5094500
1232,2,1,4,No,Others,8837090
1857,3,2,5,Yes,House,11346080
2428,4,2,6,No,House,12427940
837,1,1,3,No,Commercial,9853200
1155,1,1,3,Yes,House,9546450
836,1,1,3,No,Other,7429230
1836,2,1,5,No,Others,13378150
2074,3,2,5,No,Commercial,15546980
2260,4,2,6,Yes,House,12224420
970,1,1,3,Yes,House,5745250
1367,2,2,4,No,House,6969750
996,1,1,3,Yes,Others,8934470
1686,2,2,4,No,House,6658000
1140,1,1,3,Yes,House,5101000
1538,2,1,4,Yes,Commercial,14394140
1570,2,2,4,Yes,House,8022500
614,1,1,2,No,Commercial,6924500
1151,1,1,3,No,House,7720300
1317,1,1,3,No,House,7640160
1904,3,2,5,No,Commercial,14791400
947,1,1,3,Yes,Commercial,14095950
997,1,1,3,Yes,House,9429275
1669,1,1,4,Yes,Others,13511360
1820,3,2,5,No,Others,11131800
1834,3,2,5,No,Others,9508930
922,1,1,3,No,Others,3863750
2289,4,2,6,Yes,House,12943320
2041,3,2,5,Yes,Commercial,17224100
1628,1,1,4,No,House,10688640
805,1,1,2,Yes,Others,7397875
1130,1,1,3,Yes,Others,8852085
1622,2,1,4,No,House,9771780
1873,3,2,5,No,House,9270980
1759,1,1,4,No,Others,12128780
1662,2,2,4,No,House,7538000
1230,2,2,4,Yes,Others,10670035
1087,1,1,3,No,Others,6906295
1265,2,1,4,Yes,House,9750500
740,1,1,2,Yes,Commercial,9057500
1963,2,1,5,No,House,13003330
908,1,1,3,No,Others,7196210
1076,1,1,3,Yes,House,6167000
1869,3,2,5,Yes,Others,12958620
1228,2,2,4,Yes,Commercial,13028240
1670,1,1,4,Yes,Others,13361380
1245,2,1,4,No,Commercial,12537750
731,1,1,2,Yes,Others,8712970
1634,2,1,4,Yes,Commercial,14901220
1597,1,1,4,No,House,11574300
1650,1,1,4,Yes,Others,15032380
1849,2,1,5,Yes,Others,16295260
879,1,1,2,Yes,Commercial,6040500
2459,4,2,6,Yes,House,12543380
1940,3,2,5,No,Others,12428900
547,1,1,2,Yes,Others,5015625
928,1,1,3,No,Commercial,9899050
505,1,1,2,Yes,Others,5770875
1574,2,1,4,No,Commercial,12053310
1037,1,1,3,No,House,7706100
764,1,1,2,Yes,House,6472305
1180,1,1,3,No,Commercial,11829500
1110,1,1,3,Yes,Commercial,12078350
1898,2,1,5,Yes,House,13081070
1484,2,2,4,Yes,Others,9060500
888,1,1,3,Yes,Commercial,12827050
1232,2,2,4,No,Commercial,14104610
1977,2,1,5,Yes,Commercial,22078000
1929,2,1,5,Yes,Commercial,22104600
1251,2,2,4,Yes,Commercial,15965260
694,1,1,2,Yes,Others,6732825
889,1,1,3,No,Others,5553875
1156,1,1,3,Yes,House,8715800
1607,2,1,4,Yes,Commercial,15344360
1986,2,1,5,No,Commercial,21008600
2340,4,2,6,No,House,12386240
756,1,1,2,Yes,House,6810000
1253,2,2,4,Yes,Commercial,14085560
1954,3,2,5,Yes,Commercial,17695060
602,1,1,2,No,Others,3524750
1719,2,1,4,No,House,9540370
1503,1,1,4,Yes,Others,12389840
825,1,1,3,No,House,7741750
1914,2,1,5,No,Commercial,21330680
998,1,1,3,Yes,House,8967600
790,1,1,2,No,Others,7979400
1166,1,1,3,Yes,Others,11129980
1794,1,1,4,No,Commercial,21067620
1606,1,1,4,No,Others,12403350
1813,2,1,5,No,Others,14000930
878,1,1,3,Yes,Commercial,11160095
1573,1,1,4,Yes,Commercial,18143430
1819,3,2,5,No,House,10033660
537,1,1,2,Yes,Commercial,6176500
1538,1,1,4,No,Others,12504530
1985,3,2,5,No,House,9801480
1794,2,1,4,No,Others,7167380
1263,2,1,4,Yes,House,8342150
818,1,1,2,No,House,7197750
1833,3,2,5,Yes,Others,10132530
737,1,1,2,Yes,House,5980500
1820,3,2,5,No,Commercial,14529560
836,1,1,3,No,House,7265010
1073,1,1,3,Yes,Commercial,13450300
1203,2,2,4,No,Commercial,15442540
1300,2,1,4,Yes,Other,11613500
1514,1,1,4,No,House,10895520
2252,4,2,6,Yes,Others,13672720
1214,2,1,4,Yes,House,9684200
1554,1,1,4,Yes,House,12545220
1764,2,1,4,Yes,Others,7938700
1675,1,1,4,Yes,Others,12837050
912,1,1,3,Yes,Commercial,12124700
822,1,1,3,Yes,Others,9582140
1917,2,1,5,Yes,House,14246350
1850,2,1,5,Yes,Commercial,21735940
1723,1,1,4,Yes,House,12305480
679,1,1,2,Yes,House,3914750
1064,1,1,3,Yes,Commercial,14285850
1907,3,2,5,No,Commercial,13938520
1898,3,2,5,No,House,10686720
1669,2,2,4,Yes,Commercial,12432000
1593,2,1,4,No,Commercial,14546520
1744,1,1,4,No,Others,14155830
1759,2,1,4,Yes,Others,12535180
671,1,1,2,Yes,Commercial,9299500
723,1,1,2,Yes,Commercial,10726300
1445,2,1,4,Yes,Others,10788420
671,1,1,2,No,Others,5171375
1839,2,1,5,Yes,Commercial,21122200
1589,1,1,4,Yes,Others,12735120
1832,3,2,5,Yes,House,7852070
1000,1,1,3,Yes,Commercial,12207750
1822,2,1,5,Yes,Commercial,21562790
1135,1,1,3,No,House,8678060
772,1,1,2,Yes,House,6493670
1160,1,1,3,No,House,7533450
1163,1,1,3,No,Others,10237660
1057,1,1,3,Yes,Others,9364090
948,1,1,3,No,Others,4926250
1163,1,1,3,No,Others,7701505
1643,1,1,4,Yes,House,12078770
1946,2,1,5,Yes,Commercial,21329650
1268,1,1,3,No,Others,7476500
2242,4,2,6,Yes,Others,12815640
1085,1,1,3,No,Others,4546625
1984,2,1,5,No,Others,13925310
787,1,1,2,No,Commercial,7242500
654,1,1,2,No,Commercial,8416200
1685,2,1,4,Yes,Others,9852290
1963,3,2,5,No,Commercial,17131960
2326,4,2,6,Yes,House,12069180
576,1,1,2,Yes,Commercial,4944250
1256,2,1,4,Yes,House,10441050
958,1,1,3,No,Others,6263750
1823,3,2,5,Yes,Others,10058430
2284,4,2,6,No,Commercial,17592540
1705,2,1,4,No,Commercial,13976300
716,1,1,2,No,House,3947250
917,1,1,3,Yes,Commercial,11696200
1991,3,2,5,Yes,House,10515160
1676,2,2,4,No,Commercial,10296250
1860,2,1,5,No,Others,13979190
1591,2,1,4,Yes,House,9404200
1154,1,1,3,No,House,4425500
2015,3,2,5,No,Commercial,15667180
963,1,1,3,Yes,Others,10093760
1565,1,1,4,No,Others,11357640
1699,2,1,4,Yes,Others,9706720
1142,1,1,3,No,House,8419850
1268,2,1,4,No,Commercial,13170800
1731,1,1,4,No,Commercial,19830670
1898,3,2,5,No,House,9409880
845,1,1,3,Yes,Others,8397025
857,1,1,3,Yes,Others,10241290
1540,2,1,4,No,Commercial,14256340
1226,2,1,4,No,Others,9553870
619,1,1,2,No,Others,7559125
1657,1,1,4,No,House,12368280
1503,2,1,4,No,House,8322920
2478,4,2,6,Yes,House,12694600
1572,2,1,4,Yes,Others,10862580
2456,4,2,6,Yes,House,12973020
1819,2,1,5,No,House,14218350
842,1,1,3,Yes,House,9103100
1156,1,1,3,Yes,Commercial,14579200
1564,1,1,4,Yes,House,12503750
874,1,1,3,No,Commercial,9459500
2163,3,2,5,Yes,Commercial,18770340
977,1,1,3,Yes,Commercial,13484650
1880,2,1,5,No,Others,13699490
1667,2,2,4,Yes,Others,10768375
1784,1,1,4,Yes,House,12199430
1252,1,1,3,No,Commercial,10190000
1833,2,1,5,Yes,Commercial,20628140
1599,1,1,4,No,House,12911530
1863,3,2,5,No,House,7478460
1779,3,2,5,Yes,Commercial,17338600
1923,2,1,5,Yes,Commercial,21858180
1280,2,1,4,Yes,Others,11514600
1333,2,1,4,No,Others,9708700
1128,1,1,3,No,House,4606500
1829,2,1,5,Yes,House,14832770
1344,2,1,4,No,House,8989620
1538,2,2,4,Yes,Commercial,12514000
1545,2,1,4,No,Commercial,11531350
1279,2,1,4,Yes,Commercial,16026600
1116,1,1,3,Yes,Commercial,9741000
620,1,1,2,Yes,Commercial,7629475
857,1,1,3,No,Commercial,10677650
1101,1,1,3,Yes,Others,10178870
1087,1,1,3,Yes,Commercial,13340400
1993,2,1,5,No,House,12863520
1770,2,1,4,No,Commercial,14482020
1927,3,2,5,Yes,Others,13484060
1740,1,1,4,No,Others,12209510
1878,3,2,5,Yes,Others,12669880
1777,1,1,4,Yes,Commercial,20037030
1794,1,1,4,No,Others,12080690
1863,3,2,5,No,Others,7810830
1582,2,2,4,No,Others,9030250
1256,2,2,4,Yes,Commercial,15110580
1715,2,1,4,Yes,House,9316900
1952,3,2,5,No,House,7066280
1238,1,1,3,No,House,5976000
1128,1,1,3,No,House,9785400
545,1,1,2,Yes,House,4190250
1939,2,1,5,Yes,Commercial,21141390
990,1,1,3,Yes,Commercial,13523500
1031,1,1,3,Yes,Others,8816220
1724,2,1,4,Yes,Commercial,15524880
1143,1,1,3,No,Commercial,14162605
988,1,1,3,Yes,House,8109400
2019,3,2,5,No,Others,10666560
1384,2,2,4,No,Commercial,11085750
2174,3,2,5,Yes,Commercial,17144820
1000,1,1,3,No,Commercial,6201000
954,1,1,3,No,Commercial,7214000
1844,2,1,5,No,Others,12900770
902,1,1,3,No,House,7745700
1212,2,1,4,No,Others,9799440
930,1,1,3,Yes,Others,8297305
746,1,1,2,No,Others,7040500
1635,2,1,4,No,Commercial,12285100
754,1,1,2,Yes,Commercial,10443600
1229,2,2,4,Yes,Others,11325985
1083,1,1,3,Yes,Others,9664460
1431,2,2,4,No,Others,8159375
1670,2,2,4,Yes,Commercial,11825750
1667,1,1,4,No,Others,11402380
1861,3,2,5,No,House,9318280
2000,2,1,5,Yes,Others,16859010
1997,2,1,5,Yes,Others,14072760
1949,3,2,5,Yes,House,9508790
1713,2,1,4,No,Commercial,15030780
727,1,1,2,No,Others,7135990
1276,2,2,4,No,House,9314850
1702,1,1,4,Yes,Others,13534820
1785,1,1,4,Yes,House,12484960
1632,1,1,4,Yes,Commercial,19021940
1243,2,2,4,No,House,9732090
2191,3,2,5,No,Others,11072500
2153,3,2,5,No,Others,11127180
720,1,1,2,No,House,3990250
905,1,1,3,Yes,Commercial,10313310
1107,1,1,3,Yes,Commercial,7350500
772,1,1,2,Yes,Others,8336390
1806,3,2,5,Yes,Commercial,14025290
1162,1,1,3,Yes,Commercial,13859950
1558,2,1,4,Yes,House,7824540
1269,2,1,4,No,Others,8447030
838,1,1,2,Yes,Commercial,7441250
1281,2,1,4,Yes,House,10320050
1517,1,1,4,Yes,Commercial,19633070
1344,2,2,4,Yes,Commercial,10477750
1705,2,1,4,No,Others,8440180
995,1,1,3,Yes,Commercial,12947100
818,1,1,3,Yes,House,9701100
1705,1,1,4,No,House,10829040
1604,2,1,4,No,Commercial,12697830
1238,2,1,4,No,Commercial,13138550
694,1,1,2,Yes,Commercial,6527250
1908,2,1,5,No,Others,15277200
667,1,1,2,Yes,Others,7393940
2242,4,2,6,Yes,Others,13892720
773,1,1,2,Yes,Others,9077510
1524,2,1,4,No,House,8687220
791,1,1,2,Yes,Commercial,10562850
1403,2,2,4,No,Others,9656875
1211,2,2,4,Yes,House,10826770
730,1,1,2,Yes,Commercial,10503250
1016,1,1,3,Yes,Commercial,13402700
1574,2,1,4,No,House,7230510
1185,1,1,3,No,Others,6922495
1437,2,1,4,No,Others,9059580
1995,2,1,5,No,House,14538990
1195,1,1,3,Yes,Commercial,14554600
1055,1,1,3,No,Others,8734350
1951,3,2,5,No,Others,10983560
983,1,1,3,No,Other,7058310
1956,2,1,5,No,Others,14465540
1558,1,1,4,Yes,House,12255910
947,1,1,3,No,Others,9556640
740,1,1,2,Yes,House,5955500
1001,1,1,3,Yes,House,7078720
2127,3,2,5,Yes,House,11200200
1421,2,2,4,No,Commercial,12144500
1947,2,1,5,Yes,House,13871280
788,1,1,2,No,Others,8004510
1721,1,1,4,No,House,13035050
1858,3,2,5,Yes,Commercial,16174900
806,1,1,3,Yes,Commercial,12310100
850,1,1,3,No,Others,8874700
713,1,1,2,No,Commercial,8071050
2166,3,2,5,Yes,Others,12593000
1921,2,1,5,Yes,Commercial,23247590
888,1,1,3,Yes,House,9255095
1831,3,2,5,Yes,House,11035260
1613,1,1,4,Yes,House,12677420
695,1,1,2,No,House,7365020
1984,2,1,5,Yes,House,15492080
787,1,1,2,No,House,7916100
2208,3,2,5,No,House,11573840
1334,2,2,4,No,House,5781750
1267,2,1,4,Yes,Commercial,15769700
1530,1,1,4,Yes,House,13208200
1458,2,2,4,No,House,8563750
2372,4,2,6,Yes,Others,14272420
1521,2,2,4,No,Others,9689125
1005,1,1,3,No,Commercial,12177750
945,1,1,3,No,Commercial,11285250
542,1,1,2,Yes,Commercial,7051750
1204,2,2,4,No,House,7870150
1072,1,1,3,Yes,Others,11718530
2496,4,2,6,Yes,House,13055160
1082,1,1,3,Yes,Others,10422340
1518,2,1,4,No,Others,8809180
1180,1,1,3,No,House,7062500
1525,2,1,4,Yes,Commercial,13430730
1732,2,1,4,Yes,Commercial,15163850
1841,2,1,5,No,Commercial,18976810
1745,2,1,4,Yes,House,9524800
974,1,1,3,Yes,House,10415200
1797,1,1,4,No,House,11350430
1698,2,1,4,Yes,House,9641790
937,1,1,3,Yes,Commercial,9038500
1152,1,1,3,Yes,Others,10122740
1588,1,1,4,No,Commercial,17542110
987,1,1,3,No,House,5950375
1616,1,1,4,Yes,House,14201380
1536,1,1,4,No,Others,12316440
825,1,1,3,Yes,Commercial,10714500
1722,2,1,4,Yes,Commercial,13458750
1651,2,1,4,No,Commercial,14405060
1983,3,2,5,Yes,Others,9171900
1519,1,1,4,No,Commercial,17545620
848,1,1,3,No,Others,8157710
1865,3,2,5,Yes,Commercial,16440220
845,1,1,3,No,House,7287735
778,1,1,2,Yes,House,5207250
1735,1,1,4,Yes,Commercial,20559960
1900,3,2,5,No,House,9945720
2062,3,2,5,Yes,Commercial,16947760
1810,3,2,5,Yes,House,10940600
830,1,1,2,Yes,House,7084250
1775,1,1,4,No,Others,13158410
1365,2,1,4,Yes,Others,9892600
1489,2,1,4,Yes,House,8728800
1576,1,1,4,Yes,Commercial,20402870
660,1,1,2,No,Commercial,4517000
1733,2,1,4,Yes,House,7917300
1346,2,2,4,Yes,Others,9786000
1662,2,1,4,Yes,Commercial,13160490
1075,1,1,3,Yes,Commercial,13979000
974,1,1,3,No,House,9673210
1051,1,1,3,Yes,House,9824900
1821,2,1,5,Yes,House,14358860
1037,1,1,3,Yes,Others,8408440
1505,2,1,4,No,House,6590550
1195,1,1,3,Yes,Commercial,13730250
1236,2,1,4,Yes,Others,9688320
1376,2,1,4,No,Others,9903840
1920,2,1,5,Yes,Commercial,21844070
1214,2,2,4,Yes,Other,9446220
602,1,1,2,No,Commercial,7768750
1122,1,1,3,Yes,House,10011600
1532,1,1,4,Yes,Others,11778850
1337,2,1,4,No,Others,9786440
1703,1,1,4,Yes,House,11930880
1310,1,1,3,Yes,Others,9185320
1533,2,2,4,No,House,8756250
1013,1,1,3,No,House,7827000
1942,3,2,5,Yes,Others,11487520
976,1,1,3,Yes,Commercial,8072250
1097,1,1,3,Yes,Others,8929390
1363,2,2,4,No,House,5994000
1153,1,1,3,No,Others,8929150
1904,3,2,5,Yes,Commercial,15777670
860,1,1,2,No,House,3452750
836,1,1,3,No,Commercial,10170565
1969,2,1,5,Yes,Others,14299560
1898,3,2,5,Yes,Others,10121570
1026,1,1,3,No,Others,6614250
1919,2,1,5,No,House,11620880
1408,2,1,4,No,House,8551500
2113,3,2,5,Yes,House,11365900
1547,2,2,4,No,House,6849000
735,1,1,2,Yes,Others,10007400
1267,1,1,3,No,Commercial,7838500
793,1,1,2,No,Commercial,11401150
1608,2,1,4,No,Others,7308060
1236,2,2,4,No,Commercial,11859315
1209,2,1,4,No,Commercial,12501250
1703,1,1,4,Yes,House,11478110
1149,1,1,3,No,Commercial,12316650
1402,2,2,4,No,House,7677000
1531,1,1,4,No,Commercial,18233520
1959,3,2,5,No,Commercial,16243990
